id	id_atividade	nota1	nota2	nota3	nota4	nota_final
930	146359	5	4	6	2	10
931	145141	0	0	8	4	10
932	9448	3	3	6	1	10
933	63222	7	5	1	2	10
934	47617	1	6	2	5	10
935	10770	0	1	7	9	10
936	144824	4	0	3	4	10
937	1403	6	1	4	3	10
938	70654	5	6	2	3	10
939	28277	7	1	5	5	10
940	149817	2	4	4	0	0
941	2491	3	2	3	9	10
942	55984	8	3	9	2	10
943	44051	1	9	4	2	10
944	92926	7	5	2	5	10
945	40092	5	2	4	5	10
946	92235	9	2	7	1	10
947	3338	5	7	1	2	10
948	50428	0	5	9	4	10
949	19919	7	2	7	2	10
950	133667	9	5	8	7	10
951	23479	6	1	9	6	10
952	107509	3	6	3	6	10
953	10642	6	0	9	9	10
954	10850	1	7	2	9	10
955	149434	9	3	5	5	10
956	137964	2	9	1	3	10
957	83740	5	2	4	9	10
958	54086	9	5	6	1	10
959	3033	7	5	7	8	10
960	101206	3	9	2	8	10
961	3917	0	5	5	7	10
962	100370	8	4	7	5	10
963	51681	2	1	2	4	10
964	47897	3	2	7	0	0
965	119129	8	6	4	1	10
966	60284	1	1	5	8	10
967	100729	6	4	6	4	10
968	22039	2	9	6	4	10
969	28709	1	8	1	1	10
970	104438	9	1	0	6	10
971	12080	3	9	3	1	10
972	96858	4	5	2	5	10
973	23850	3	2	6	0	0
974	143642	0	9	7	3	10
975	2042	0	3	0	7	10
976	52910	1	9	6	0	0
977	43075	7	7	1	7	10
978	15148	7	3	0	2	10
979	53222	3	9	4	1	10
980	46222	3	9	2	8	10
981	92410	2	3	0	2	10
982	4860	0	1	0	2	10
983	56846	8	5	4	7	10
984	113628	1	2	7	2	10
985	113386	8	8	4	5	10
986	14807	3	0	3	0	0
987	46009	8	4	2	4	10
988	44467	0	3	2	5	10
989	45954	9	3	2	2	10
990	106294	1	2	6	1	10
991	113121	4	8	8	9	10
992	142716	5	2	5	0	0
993	36525	2	5	8	4	10
994	81364	1	4	9	2	10
995	98383	1	3	9	5	10
996	95623	1	2	6	3	10
997	130766	0	7	3	3	10
998	80954	8	3	1	6	10
999	29922	5	6	0	3	10
1000	116199	4	6	4	4	10
1001	58688	4	9	9	9	10
1002	55290	9	3	5	1	10
1003	87251	5	2	1	2	10
1004	56818	2	7	9	7	10
1005	2003	3	4	0	2	10
1006	78412	0	9	4	6	10
1007	105623	9	8	8	0	0
1008	54447	7	1	6	7	10
1009	4513	8	2	4	5	10
1010	105658	1	4	5	4	10
1011	144336	3	8	5	8	10
1012	137998	3	6	5	3	10
1013	14530	0	4	6	3	10
1014	3235	7	2	2	8	10
1015	88593	8	5	9	5	10
1016	59067	1	3	0	2	10
1017	137541	4	8	9	8	10
1018	41992	4	6	8	9	10
1019	124563	3	7	8	6	10
1020	382	5	6	8	9	10
1021	148159	4	6	8	4	10
1022	104356	5	5	1	6	10
1023	54203	8	5	8	9	10
1024	115575	2	9	8	0	0
1025	96771	0	9	9	8	10
1026	19876	3	2	3	4	10
1027	86531	3	4	4	9	10
1028	23142	3	8	8	5	10
1029	92672	6	0	5	8	10
1030	58450	7	5	7	0	0
1031	125965	1	7	3	2	10
1032	59001	4	4	3	9	10
1033	49957	9	7	1	2	10
1034	49437	1	9	9	7	10
1035	127685	9	0	0	1	10
1036	98402	6	6	9	0	0
1037	128878	6	9	3	0	0
1038	10854	3	8	2	2	10
1039	100046	9	0	2	8	10
1040	105367	2	6	8	5	10
1041	22556	8	5	7	7	10
1042	42717	2	4	1	4	10
1043	29531	7	5	0	7	10
1044	127981	2	0	4	1	10
1045	18265	7	3	8	1	10
1046	127361	9	6	0	2	10
1047	146509	2	5	1	4	10
1048	29677	5	1	9	1	10
1049	71312	7	3	1	1	10
1050	147213	4	5	0	4	10
1051	36713	5	7	8	3	10
1052	21571	1	8	3	4	10
1053	121673	4	6	9	0	0
1054	143516	7	2	9	4	10
1055	41835	6	8	6	4	10
1056	48570	6	3	7	1	10
1057	72870	0	9	0	8	10
1058	14483	7	8	3	8	10
1059	117299	1	7	9	0	0
1060	70010	8	8	6	3	10
1061	94030	0	7	0	3	10
1062	30507	4	2	2	0	0
1063	80203	8	4	6	2	10
1064	38493	0	5	6	9	10
1065	93468	3	6	5	1	10
1066	12659	2	3	8	8	10
1067	19125	4	9	0	2	10
1068	43906	8	9	6	6	10
1069	82120	4	6	0	9	10
1070	4176	4	3	6	1	10
1071	92681	9	7	9	0	0
1072	117220	3	1	6	5	10
1073	73907	7	5	6	3	10
1074	10792	7	1	5	9	10
1075	11186	2	4	0	9	10
1076	102443	7	1	7	2	10
1077	132420	3	1	5	6	10
1078	51188	2	6	8	6	10
1079	109686	6	9	5	7	10
1080	105438	2	6	9	1	10
1081	148564	1	3	3	2	10
1082	83169	4	2	4	3	10
1083	57116	4	6	1	4	10
1084	15995	2	6	9	1	10
1085	95906	2	9	7	9	10
1086	71088	9	9	5	0	0
1087	70936	1	5	9	2	10
1088	137326	4	2	2	8	10
1089	53215	9	8	6	7	10
1090	130074	9	3	9	9	10
1091	28610	6	1	9	9	10
1092	9431	1	2	0	7	10
1093	117992	8	1	0	8	10
1094	143483	1	4	1	2	10
1095	27034	7	6	4	7	10
1096	118736	5	1	8	3	10
1097	42978	0	2	2	6	10
1098	37180	7	7	6	8	10
1099	92942	8	4	5	6	10
1100	146859	0	6	7	2	10
1101	34686	5	2	1	1	10
1102	135859	3	1	8	4	10
1103	134988	2	3	0	5	10
1104	41830	5	1	7	6	10
1105	79704	3	1	6	9	10
1106	138191	9	9	7	9	10
1107	146176	6	3	3	6	10
1108	105448	2	7	8	9	10
1109	66265	1	5	9	5	10
1110	71579	1	3	9	7	10
1111	2029	1	0	2	9	10
1112	9198	8	3	3	2	10
1113	35418	4	4	2	1	10
1114	40076	4	9	2	2	10
1115	106507	6	9	4	4	10
1116	122366	3	1	5	7	10
1117	66232	8	7	0	9	10
1118	83154	4	8	8	0	0
1119	81659	7	2	5	1	10
1120	29020	9	4	0	8	10
1121	95724	3	8	2	8	10
1122	102744	6	9	6	4	10
1123	98064	4	1	0	9	10
1124	3386	9	7	9	6	10
1125	132777	0	0	5	1	10
1126	68183	7	8	8	2	10
1127	85581	1	5	2	7	10
1128	84533	8	9	5	0	0
1129	145166	7	7	0	7	10
1130	118911	9	4	5	1	10
1131	56027	1	6	4	9	10
1132	45127	6	7	3	1	10
1133	22146	0	1	0	5	10
1134	105060	2	7	3	7	10
1135	148775	0	2	0	6	10
1136	40222	8	6	8	8	10
1137	115641	2	9	0	7	10
1138	121719	4	5	6	0	0
1139	107945	4	7	0	0	0
1140	131021	3	3	5	9	10
1141	82162	7	2	5	3	10
1142	34920	3	5	5	7	10
1143	99580	8	4	7	0	0
1144	100592	2	9	9	8	10
1145	93282	4	4	5	3	10
1146	68655	0	0	3	4	10
1147	99994	3	8	9	0	0
1148	47073	1	3	2	1	10
1149	7040	8	8	2	0	0
1150	76039	8	6	1	4	10
1151	54351	6	9	0	4	10
1152	84798	8	0	0	6	10
1153	130398	9	2	7	9	10
1154	10399	1	9	1	1	10
1155	45853	4	2	0	0	0
1156	144383	5	2	8	3	10
1157	100239	8	9	8	9	10
1158	95056	0	9	0	8	10
1159	63362	6	3	0	2	10
1160	113588	7	3	9	3	10
1161	26592	9	2	1	6	10
1162	45534	2	5	9	2	10
1163	122508	3	1	4	2	10
1164	63676	1	0	6	9	10
1165	90792	8	6	8	9	10
1166	129579	2	0	0	4	10
1167	47481	2	7	9	0	0
1168	40004	3	8	6	8	10
1169	2238	5	9	4	0	0
1170	106712	9	8	3	6	10
1171	56868	4	7	8	2	10
1172	72906	9	1	9	4	10
1173	30115	3	2	5	9	10
1174	144936	2	5	0	6	10
1175	41841	0	9	2	9	10
1176	41451	8	7	6	0	0
1177	17356	8	2	5	7	10
1178	680	2	2	9	6	10
1179	121786	2	6	5	6	10
1180	2187	9	1	3	4	10
1181	35193	3	9	6	3	10
1182	30640	6	1	2	9	10
1183	123048	8	9	9	1	10
1184	25314	5	2	5	7	10
1185	115879	5	5	4	1	10
1186	57289	2	5	8	3	10
1187	48719	9	8	2	5	10
1188	114948	6	9	1	9	10
1189	75444	0	9	8	3	10
1190	38763	8	5	4	4	10
1191	38734	1	8	9	9	10
1192	148139	2	7	6	7	10
1193	54617	1	8	4	3	10
1194	139754	8	1	5	9	10
1195	95765	7	0	3	2	10
1196	87994	4	0	9	1	10
1197	91392	6	6	9	8	10
1198	144992	6	7	9	5	10
1199	80847	4	1	9	5	10
1200	108359	5	6	0	9	10
1201	148457	6	2	1	9	10
1202	42666	6	6	1	7	10
1203	118480	2	0	7	6	10
1204	78823	6	9	1	3	10
1205	55404	8	7	4	0	0
1206	135963	3	9	1	1	10
1207	136057	3	9	6	0	0
1208	90696	7	8	0	3	10
1209	101270	9	3	6	4	10
1210	107832	9	2	3	2	10
1211	134950	5	6	3	8	10
1212	61082	5	5	7	3	10
1213	131437	1	1	8	9	10
1214	2109	4	8	4	1	10
1215	70257	9	6	1	6	10
1216	121502	1	7	5	5	10
1217	35782	8	0	6	5	10
1218	54865	4	7	9	3	10
1219	8288	1	2	1	0	0
1220	111587	9	4	3	4	10
1221	18229	5	1	3	6	10
1222	118258	1	9	1	3	10
1223	45743	2	4	7	8	10
1224	20492	8	3	0	0	0
1225	73068	0	7	4	8	10
1226	14230	2	9	4	1	10
1227	18671	7	2	4	0	0
1228	134324	7	9	5	7	10
1229	76279	2	3	3	2	10
1230	88	3	0	3	5	10
1231	81981	8	0	9	3	10
1232	122572	3	9	0	8	10
1233	9636	8	2	7	7	10
1234	12202	0	4	5	4	10
1235	44147	2	8	7	4	10
1236	116722	6	5	5	2	10
1237	71768	3	3	1	8	10
1238	90648	5	6	7	9	10
1239	74121	9	1	2	6	10
1240	144844	7	9	9	4	10
1241	122474	5	5	4	0	0
1242	1432	4	2	7	7	10
1243	75962	5	8	7	1	10
1244	14289	6	2	4	0	0
1245	85547	4	8	6	3	10
1246	141571	3	0	1	3	10
1247	81789	0	8	0	4	10
1248	8101	5	6	2	1	10
1249	69475	0	7	3	0	0
1250	29072	5	3	7	9	10
1251	9714	6	9	2	2	10
1252	26433	3	6	1	3	10
1253	49494	5	0	3	1	10
1254	137038	9	5	3	6	10
1255	13018	4	8	8	8	10
1256	4003	6	6	6	9	10
1257	7872	1	5	1	1	10
1258	26829	3	7	9	5	10
1259	654	1	7	2	1	10
1260	67601	3	1	0	6	10
1261	16126	2	8	7	4	10
1262	35160	9	0	7	5	10
1263	115823	8	0	7	7	10
1264	37601	2	3	4	8	10
1265	102038	9	5	4	3	10
1266	3921	9	3	1	6	10
1267	28396	4	6	5	8	10
1268	3238	8	6	6	4	10
1269	2164	9	3	6	0	0
1270	77136	4	4	3	9	10
1271	64444	3	0	3	0	0
1272	27213	3	1	5	5	10
1273	29551	2	3	0	5	10
1274	8523	7	1	3	4	10
1275	77796	5	6	3	5	10
1276	24241	7	3	9	6	10
1277	10741	9	9	5	1	10
1278	84993	2	2	2	5	10
1279	120287	1	2	6	3	10
1280	1118	5	9	8	8	10
1281	110089	5	4	4	6	10
1282	25010	5	5	1	5	10
1283	104359	4	8	8	7	10
1284	50585	6	6	6	9	10
1285	45474	8	5	0	4	10
1286	148943	1	8	6	1	10
1287	103622	5	7	1	4	10
1288	129811	8	7	8	5	10
1289	43616	4	3	9	6	10
1290	69865	5	6	5	0	0
1291	142747	2	0	7	5	10
1292	141354	4	5	9	3	10
1293	64931	6	0	0	8	10
1294	104157	9	1	5	7	10
1295	50999	8	1	2	6	10
1296	2530	2	1	5	9	10
1297	137181	1	8	2	1	10
1298	32646	2	5	1	3	10
1299	118240	3	7	9	4	10
1300	12882	0	2	1	9	10
1301	114169	2	1	0	2	10
1302	47948	6	1	9	9	10
1303	39038	3	1	1	5	10
1304	69605	1	1	1	6	10
1305	104432	6	2	1	1	10
1306	82114	8	4	2	8	10
1307	56196	8	1	7	1	10
1308	17793	5	3	2	4	10
1309	75319	7	1	6	9	10
1310	67401	0	7	7	7	10
1311	3069	8	8	9	9	10
1312	56638	2	2	7	2	10
1313	49634	0	2	6	1	10
1314	44731	1	3	3	0	0
1315	37599	4	0	4	8	10
1316	107853	8	3	1	0	0
1317	14740	0	9	1	3	10
1318	86957	9	3	2	2	10
1319	9917	2	0	7	1	10
1320	18085	3	3	5	6	10
1321	119758	8	4	2	9	10
1322	53254	9	4	3	9	10
1323	62408	1	9	1	0	0
1324	26122	7	5	9	0	0
1325	24353	6	8	1	9	10
1326	88651	7	4	1	2	10
1327	71975	9	6	3	8	10
1328	62666	0	1	1	2	10
1329	75095	2	5	6	9	10
1330	85568	0	4	7	1	10
1331	137739	2	4	5	8	10
1332	135928	0	4	0	2	10
1333	16225	5	4	8	2	10
1334	99107	1	3	3	9	10
1335	118402	8	6	5	6	10
1336	63044	3	8	0	1	10
1337	89815	8	5	4	4	10
1338	121309	3	3	3	9	10
1339	115018	2	4	9	4	10
1340	136636	5	7	5	9	10
1341	133088	9	7	8	5	10
1342	44066	4	0	8	8	10
1343	61399	9	4	9	4	10
1344	20866	2	4	7	1	10
1345	25712	4	0	4	0	0
1346	71420	7	4	9	1	10
1347	119192	0	3	9	4	10
1348	60469	3	1	3	6	10
1349	56190	2	9	6	9	10
1350	102396	8	0	0	0	0
1351	18743	0	7	6	0	0
1352	88108	0	2	7	6	10
1353	85951	7	7	7	4	10
1354	144587	7	5	2	2	10
1355	107895	8	5	2	3	10
1356	45889	9	0	8	4	10
1357	36228	5	2	9	4	10
1358	134342	4	6	7	7	10
1359	35110	0	5	0	2	10
1360	11624	0	8	8	4	10
1361	9741	6	2	3	9	10
1362	44287	9	8	3	9	10
1363	99304	9	8	5	9	10
1364	73465	7	8	2	1	10
1365	136073	4	1	1	4	10
1366	128716	1	7	2	7	10
1367	144273	2	0	6	4	10
1368	59138	3	5	5	5	10
1369	137385	9	1	0	8	10
1370	114206	7	6	4	9	10
1371	66311	9	9	6	6	10
1372	83646	2	2	3	5	10
1373	111825	6	2	7	4	10
1374	102701	5	5	7	2	10
1375	84365	0	0	9	9	10
1376	21296	5	9	8	5	10
1377	4302	3	1	3	6	10
1378	47070	5	4	0	0	0
1379	100610	3	7	0	6	10
1380	54474	5	6	4	5	10
1381	130755	2	9	1	5	10
1382	80240	4	8	0	6	10
1383	123415	1	3	2	7	10
1384	64095	1	3	5	2	10
1385	95774	9	8	8	5	10
1386	137137	4	4	4	8	10
1387	18965	5	7	4	0	0
1388	106696	5	5	5	2	10
1389	32493	0	8	6	2	10
1390	8922	9	4	9	7	10
1391	146562	9	6	9	3	10
1392	139548	8	8	8	5	10
1393	101060	5	6	1	9	10
1394	16428	5	7	0	7	10
1395	104860	8	2	7	0	0
1396	103902	9	3	6	4	10
1397	118899	5	6	9	5	10
1398	141407	1	2	6	3	10
1399	76343	9	7	1	6	10
1400	118963	0	3	6	0	0
1401	136137	1	7	3	9	10
1402	83322	9	5	8	9	10
1403	795	6	0	1	5	10
1404	66462	4	1	4	0	0
1405	74215	3	0	4	6	10
1406	149319	5	8	3	0	0
1407	62393	2	9	4	4	10
1408	141703	6	2	3	8	10
1409	22204	2	1	4	0	0
1410	32384	0	0	9	6	10
1411	88206	0	2	5	0	0
1412	128042	0	3	7	4	10
1413	15902	4	8	8	1	10
1414	78553	5	1	5	5	10
1415	87620	7	1	1	8	10
1416	133849	1	0	7	2	10
1417	6773	7	8	9	2	10
1418	73662	6	9	9	5	10
1419	98508	2	3	1	6	10
1420	22057	0	7	8	5	10
1421	6757	7	6	4	5	10
1422	28142	1	8	2	8	10
1423	113535	4	6	4	1	10
1424	64047	7	4	4	5	10
1425	8322	7	1	9	4	10
1426	12134	0	3	5	3	10
1427	128403	6	7	6	9	10
1428	137736	6	8	6	5	10
1429	141363	4	6	5	8	10
1430	64776	5	8	2	2	10
1431	113178	0	6	4	7	10
1432	71609	1	1	2	6	10
1433	16180	1	3	7	1	10
1434	72082	6	5	2	5	10
1435	29750	5	4	3	0	0
1436	46826	5	0	5	8	10
1437	119716	2	9	2	0	0
1438	82136	2	0	6	2	10
1439	1212	6	9	5	8	10
1440	50266	3	3	8	3	10
1441	36892	4	8	4	7	10
1442	109039	1	7	8	2	10
1443	32237	4	3	2	6	10
1444	113897	8	9	2	7	10
1445	111714	1	9	8	4	10
1446	122141	4	0	8	9	10
1447	134447	3	0	3	7	10
1448	118713	8	6	3	9	10
1449	138624	9	9	8	9	10
1450	87125	6	5	9	0	0
1451	72972	3	7	7	5	10
1452	62812	9	5	6	4	10
1453	54530	3	4	6	1	10
1454	3783	9	5	9	3	10
1455	107815	2	2	2	5	10
1456	13392	2	8	5	7	10
1457	64114	7	0	5	8	10
1458	42972	7	3	7	9	10
1459	139849	4	3	2	7	10
1460	72868	2	0	4	2	10
1461	76921	5	4	4	5	10
1462	18686	7	0	8	6	10
1463	147862	3	8	1	2	10
1464	139905	1	8	6	3	10
1465	41090	8	7	2	4	10
1466	5970	0	9	0	2	10
1467	91380	4	1	0	1	10
1468	31256	4	2	4	7	10
1469	105867	4	9	1	6	10
1470	138067	6	3	8	3	10
1471	87965	3	5	2	9	10
1472	96430	6	6	2	8	10
1473	134571	0	3	3	5	10
1474	2160	2	5	5	9	10
1475	24589	4	1	9	5	10
1476	36270	8	3	7	8	10
1477	14308	6	8	6	1	10
1478	4586	9	5	8	3	10
1479	78444	5	6	8	1	10
1480	107169	8	7	8	4	10
1481	82208	4	0	2	7	10
1482	8100	0	8	2	7	10
1483	31492	4	5	1	4	10
1484	105703	3	3	9	5	10
1485	73700	8	3	2	0	0
1486	87880	1	6	2	7	10
1487	79694	1	8	2	9	10
1488	71262	1	8	7	0	0
1489	74482	4	2	2	4	10
1490	102503	4	4	0	0	0
1491	80367	1	2	9	6	10
1492	44033	1	3	4	5	10
1493	9120	1	3	5	6	10
1494	129252	3	9	7	9	10
1495	12485	2	5	6	8	10
1496	45878	9	1	4	5	10
1497	60699	0	2	9	0	0
1498	72827	9	0	6	4	10
1499	85742	6	1	1	5	10
1500	93627	0	5	4	6	10
