id	nome	login	id_ativo	id_sexo
635	Maria 635	635-Maria635	0	0
636	Maria 636	636-Maria636	1	0
637	Jo‹o 637	637-Maria637	0	1
638	Jo‹o 638	638-Maria638	0	1
639	Maria 639	639-Maria639	0	0
640	Jo‹o 640	640-Jo‹o640	1	1
641	Jo‹o 641	641-Jo‹o641	1	1
642	Maria 642	642-Jo‹o642	1	0
643	Maria 643	643-Jo‹o643	1	0
644	Maria 644	644-Maria644	1	0
645	Jo‹o 645	645-Maria645	1	1
646	Maria 646	646-Maria646	1	0
647	Maria 647	647-Jo‹o647	0	0
648	Jo‹o 648	648-Maria648	1	1
649	Maria 649	649-Maria649	1	0
650	Jo‹o 650	650-Jo‹o650	1	1
651	Maria 651	651-Jo‹o651	0	0
652	Maria 652	652-Jo‹o652	1	0
653	Maria 653	653-Maria653	0	0
654	Maria 654	654-Jo‹o654	0	0
655	Jo‹o 655	655-Jo‹o655	0	1
656	Maria 656	656-Jo‹o656	1	0
657	Maria 657	657-Jo‹o657	1	0
658	Maria 658	658-Maria658	1	0
659	Maria 659	659-Jo‹o659	0	0
660	Jo‹o 660	660-Maria660	1	1
661	Jo‹o 661	661-Jo‹o661	0	1
662	Jo‹o 662	662-Jo‹o662	1	1
663	Jo‹o 663	663-Jo‹o663	0	1
664	Jo‹o 664	664-Maria664	1	1
665	Maria 665	665-Maria665	1	0
666	Maria 666	666-Jo‹o666	1	0
667	Maria 667	667-Maria667	0	0
668	Jo‹o 668	668-Jo‹o668	0	1
669	Maria 669	669-Jo‹o669	0	0
670	Maria 670	670-Jo‹o670	1	0
671	Jo‹o 671	671-Jo‹o671	0	1
672	Jo‹o 672	672-Maria672	0	1
673	Maria 673	673-Maria673	1	0
674	Jo‹o 674	674-Maria674	1	1
675	Maria 675	675-Jo‹o675	1	0
676	Maria 676	676-Maria676	1	0
677	Jo‹o 677	677-Jo‹o677	1	1
678	Jo‹o 678	678-Jo‹o678	1	1
679	Jo‹o 679	679-Maria679	0	1
680	Maria 680	680-Jo‹o680	1	0
681	Jo‹o 681	681-Maria681	0	1
682	Maria 682	682-Jo‹o682	1	0
683	Jo‹o 683	683-Maria683	1	1
684	Maria 684	684-Jo‹o684	0	0
685	Jo‹o 685	685-Maria685	0	1
686	Jo‹o 686	686-Maria686	1	1
687	Jo‹o 687	687-Maria687	0	1
688	Maria 688	688-Maria688	0	0
689	Maria 689	689-Jo‹o689	0	0
690	Maria 690	690-Jo‹o690	0	0
691	Maria 691	691-Jo‹o691	0	0
692	Maria 692	692-Jo‹o692	0	0
693	Maria 693	693-Jo‹o693	1	0
694	Jo‹o 694	694-Jo‹o694	1	1
695	Jo‹o 695	695-Maria695	0	1
696	Jo‹o 696	696-Jo‹o696	0	1
697	Maria 697	697-Maria697	0	0
698	Jo‹o 698	698-Jo‹o698	0	1
699	Maria 699	699-Maria699	1	0
700	Jo‹o 700	700-Maria700	0	1
701	Maria 701	701-Jo‹o701	0	0
702	Jo‹o 702	702-Jo‹o702	1	1
703	Maria 703	703-Jo‹o703	1	0
704	Maria 704	704-Jo‹o704	1	0
705	Maria 705	705-Maria705	1	0
706	Jo‹o 706	706-Jo‹o706	1	1
707	Jo‹o 707	707-Jo‹o707	1	1
708	Jo‹o 708	708-Jo‹o708	1	1
709	Maria 709	709-Maria709	0	0
710	Jo‹o 710	710-Jo‹o710	1	1
711	Maria 711	711-Maria711	0	0
712	Jo‹o 712	712-Maria712	0	1
713	Jo‹o 713	713-Jo‹o713	1	1
714	Jo‹o 714	714-Jo‹o714	1	1
715	Maria 715	715-Maria715	1	0
716	Maria 716	716-Maria716	0	0
717	Jo‹o 717	717-Jo‹o717	0	1
718	Maria 718	718-Maria718	1	0
719	Jo‹o 719	719-Maria719	0	1
720	Jo‹o 720	720-Jo‹o720	1	1
721	Jo‹o 721	721-Jo‹o721	0	1
722	Jo‹o 722	722-Maria722	0	1
723	Jo‹o 723	723-Jo‹o723	1	1
724	Maria 724	724-Maria724	0	0
725	Jo‹o 725	725-Jo‹o725	1	1
726	Maria 726	726-Maria726	1	0
727	Jo‹o 727	727-Jo‹o727	1	1
728	Jo‹o 728	728-Maria728	0	1
729	Jo‹o 729	729-Jo‹o729	0	1
730	Maria 730	730-Jo‹o730	1	0
731	Maria 731	731-Jo‹o731	0	0
732	Maria 732	732-Jo‹o732	0	0
733	Maria 733	733-Jo‹o733	1	0
734	Jo‹o 734	734-Maria734	1	1
735	Maria 735	735-Maria735	0	0
736	Maria 736	736-Jo‹o736	1	0
737	Jo‹o 737	737-Jo‹o737	0	1
738	Maria 738	738-Jo‹o738	0	0
739	Jo‹o 739	739-Maria739	0	1
740	Jo‹o 740	740-Maria740	0	1
741	Maria 741	741-Maria741	1	0
742	Jo‹o 742	742-Jo‹o742	1	1
743	Maria 743	743-Jo‹o743	0	0
744	Maria 744	744-Jo‹o744	0	0
745	Jo‹o 745	745-Jo‹o745	0	1
746	Maria 746	746-Maria746	1	0
747	Maria 747	747-Maria747	1	0
748	Jo‹o 748	748-Jo‹o748	1	1
749	Jo‹o 749	749-Jo‹o749	1	1
750	Jo‹o 750	750-Jo‹o750	0	1
751	Jo‹o 751	751-Jo‹o751	1	1
752	Maria 752	752-Maria752	0	0
753	Maria 753	753-Jo‹o753	0	0
754	Maria 754	754-Maria754	0	0
755	Jo‹o 755	755-Jo‹o755	1	1
756	Jo‹o 756	756-Jo‹o756	1	1
757	Jo‹o 757	757-Maria757	1	1
758	Jo‹o 758	758-Maria758	1	1
759	Maria 759	759-Maria759	1	0
760	Jo‹o 760	760-Jo‹o760	1	1
761	Jo‹o 761	761-Jo‹o761	0	1
762	Jo‹o 762	762-Jo‹o762	0	1
763	Jo‹o 763	763-Jo‹o763	0	1
764	Jo‹o 764	764-Maria764	0	1
765	Jo‹o 765	765-Maria765	0	1
766	Jo‹o 766	766-Maria766	0	1
767	Jo‹o 767	767-Maria767	0	1
768	Jo‹o 768	768-Jo‹o768	0	1
769	Maria 769	769-Jo‹o769	1	0
770	Maria 770	770-Jo‹o770	1	0
771	Maria 771	771-Maria771	0	0
772	Jo‹o 772	772-Maria772	0	1
773	Jo‹o 773	773-Jo‹o773	1	1
774	Jo‹o 774	774-Maria774	0	1
775	Jo‹o 775	775-Maria775	1	1
776	Jo‹o 776	776-Jo‹o776	1	1
777	Jo‹o 777	777-Jo‹o777	1	1
778	Jo‹o 778	778-Maria778	1	1
779	Jo‹o 779	779-Jo‹o779	1	1
780	Jo‹o 780	780-Jo‹o780	1	1
781	Maria 781	781-Maria781	0	0
782	Maria 782	782-Maria782	1	0
783	Maria 783	783-Maria783	0	0
784	Maria 784	784-Maria784	1	0
785	Maria 785	785-Maria785	0	0
786	Maria 786	786-Jo‹o786	0	0
787	Maria 787	787-Maria787	0	0
788	Maria 788	788-Jo‹o788	1	0
789	Jo‹o 789	789-Maria789	1	1
790	Jo‹o 790	790-Jo‹o790	1	1
791	Maria 791	791-Maria791	1	0
792	Maria 792	792-Jo‹o792	0	0
793	Jo‹o 793	793-Maria793	0	1
794	Maria 794	794-Jo‹o794	1	0
795	Maria 795	795-Maria795	0	0
796	Maria 796	796-Jo‹o796	0	0
797	Jo‹o 797	797-Maria797	0	1
798	Jo‹o 798	798-Maria798	1	1
799	Maria 799	799-Jo‹o799	1	0
800	Maria 800	800-Jo‹o800	1	0
801	Maria 801	801-Jo‹o801	0	0
802	Maria 802	802-Maria802	0	0
803	Maria 803	803-Maria803	0	0
804	Jo‹o 804	804-Jo‹o804	1	1
805	Jo‹o 805	805-Maria805	1	1
806	Jo‹o 806	806-Jo‹o806	0	1
807	Maria 807	807-Maria807	1	0
808	Jo‹o 808	808-Jo‹o808	1	1
809	Maria 809	809-Maria809	1	0
810	Maria 810	810-Jo‹o810	1	0
811	Maria 811	811-Maria811	0	0
812	Jo‹o 812	812-Maria812	1	1
813	Jo‹o 813	813-Maria813	1	1
814	Maria 814	814-Maria814	1	0
815	Maria 815	815-Jo‹o815	1	0
816	Jo‹o 816	816-Maria816	1	1
817	Jo‹o 817	817-Jo‹o817	1	1
818	Maria 818	818-Jo‹o818	0	0
819	Maria 819	819-Jo‹o819	1	0
820	Jo‹o 820	820-Jo‹o820	0	1
821	Maria 821	821-Maria821	1	0
822	Jo‹o 822	822-Jo‹o822	1	1
823	Maria 823	823-Jo‹o823	1	0
824	Jo‹o 824	824-Jo‹o824	1	1
825	Jo‹o 825	825-Jo‹o825	1	1
826	Jo‹o 826	826-Maria826	0	1
827	Jo‹o 827	827-Jo‹o827	1	1
828	Maria 828	828-Maria828	1	0
829	Jo‹o 829	829-Maria829	0	1
830	Maria 830	830-Maria830	1	0
831	Jo‹o 831	831-Jo‹o831	1	1
832	Maria 832	832-Jo‹o832	1	0
833	Jo‹o 833	833-Jo‹o833	1	1
834	Jo‹o 834	834-Jo‹o834	0	1
835	Maria 835	835-Jo‹o835	0	0
836	Jo‹o 836	836-Jo‹o836	0	1
837	Jo‹o 837	837-Jo‹o837	1	1
838	Maria 838	838-Jo‹o838	1	0
839	Jo‹o 839	839-Maria839	0	1
840	Jo‹o 840	840-Maria840	0	1
841	Maria 841	841-Maria841	1	0
842	Jo‹o 842	842-Jo‹o842	0	1
843	Maria 843	843-Jo‹o843	0	0
844	Jo‹o 844	844-Jo‹o844	1	1
845	Maria 845	845-Jo‹o845	1	0
846	Jo‹o 846	846-Maria846	0	1
847	Jo‹o 847	847-Jo‹o847	1	1
848	Jo‹o 848	848-Maria848	0	1
849	Jo‹o 849	849-Maria849	0	1
850	Maria 850	850-Jo‹o850	0	0
851	Maria 851	851-Jo‹o851	0	0
852	Jo‹o 852	852-Jo‹o852	0	1
853	Maria 853	853-Jo‹o853	1	0
854	Jo‹o 854	854-Maria854	1	1
855	Jo‹o 855	855-Maria855	0	1
856	Maria 856	856-Maria856	0	0
857	Maria 857	857-Jo‹o857	0	0
858	Jo‹o 858	858-Jo‹o858	1	1
859	Jo‹o 859	859-Maria859	1	1
860	Maria 860	860-Jo‹o860	1	0
861	Maria 861	861-Maria861	0	0
862	Jo‹o 862	862-Jo‹o862	1	1
863	Jo‹o 863	863-Jo‹o863	0	1
864	Maria 864	864-Jo‹o864	0	0
865	Maria 865	865-Maria865	0	0
866	Jo‹o 866	866-Jo‹o866	0	1
867	Maria 867	867-Maria867	0	0
868	Jo‹o 868	868-Maria868	1	1
869	Jo‹o 869	869-Maria869	1	1
870	Maria 870	870-Maria870	0	0
871	Jo‹o 871	871-Maria871	1	1
872	Jo‹o 872	872-Maria872	0	1
873	Jo‹o 873	873-Jo‹o873	1	1
874	Maria 874	874-Maria874	0	0
875	Jo‹o 875	875-Jo‹o875	1	1
876	Jo‹o 876	876-Maria876	0	1
877	Jo‹o 877	877-Jo‹o877	1	1
878	Maria 878	878-Maria878	0	0
879	Jo‹o 879	879-Maria879	0	1
880	Maria 880	880-Jo‹o880	1	0
881	Maria 881	881-Jo‹o881	0	0
882	Maria 882	882-Jo‹o882	0	0
883	Jo‹o 883	883-Jo‹o883	1	1
884	Jo‹o 884	884-Maria884	0	1
885	Maria 885	885-Maria885	1	0
886	Jo‹o 886	886-Maria886	1	1
887	Jo‹o 887	887-Maria887	0	1
888	Jo‹o 888	888-Jo‹o888	1	1
889	Maria 889	889-Jo‹o889	0	0
890	Jo‹o 890	890-Maria890	0	1
891	Maria 891	891-Maria891	0	0
892	Maria 892	892-Maria892	0	0
893	Maria 893	893-Maria893	0	0
894	Maria 894	894-Jo‹o894	0	0
895	Jo‹o 895	895-Jo‹o895	0	1
896	Jo‹o 896	896-Jo‹o896	1	1
897	Maria 897	897-Jo‹o897	0	0
898	Maria 898	898-Jo‹o898	0	0
899	Jo‹o 899	899-Maria899	0	1
900	Jo‹o 900	900-Jo‹o900	1	1
901	Jo‹o 901	901-Maria901	0	1
902	Maria 902	902-Maria902	0	0
903	Maria 903	903-Maria903	1	0
904	Jo‹o 904	904-Maria904	0	1
905	Jo‹o 905	905-Maria905	1	1
906	Jo‹o 906	906-Jo‹o906	1	1
907	Jo‹o 907	907-Jo‹o907	0	1
908	Maria 908	908-Maria908	0	0
909	Maria 909	909-Jo‹o909	0	0
910	Maria 910	910-Maria910	0	0
911	Jo‹o 911	911-Maria911	1	1
912	Jo‹o 912	912-Maria912	0	1
913	Jo‹o 913	913-Jo‹o913	1	1
914	Maria 914	914-Jo‹o914	1	0
915	Jo‹o 915	915-Jo‹o915	1	1
916	Jo‹o 916	916-Jo‹o916	1	1
917	Jo‹o 917	917-Jo‹o917	0	1
918	Jo‹o 918	918-Maria918	1	1
919	Jo‹o 919	919-Maria919	1	1
920	Maria 920	920-Jo‹o920	1	0
921	Maria 921	921-Jo‹o921	1	0
922	Jo‹o 922	922-Jo‹o922	0	1
923	Maria 923	923-Maria923	1	0
924	Maria 924	924-Maria924	0	0
925	Maria 925	925-Jo‹o925	0	0
926	Jo‹o 926	926-Jo‹o926	0	1
927	Maria 927	927-Jo‹o927	0	0
928	Maria 928	928-Jo‹o928	0	0
929	Maria 929	929-Maria929	1	0
930	Maria 930	930-Maria930	0	0
931	Jo‹o 931	931-Maria931	0	1
932	Maria 932	932-Maria932	1	0
933	Jo‹o 933	933-Jo‹o933	1	1
934	Jo‹o 934	934-Jo‹o934	1	1
935	Jo‹o 935	935-Jo‹o935	1	1
936	Maria 936	936-Maria936	1	0
937	Jo‹o 937	937-Jo‹o937	1	1
938	Jo‹o 938	938-Maria938	1	1
939	Jo‹o 939	939-Maria939	1	1
940	Maria 940	940-Jo‹o940	0	0
941	Maria 941	941-Maria941	0	0
942	Jo‹o 942	942-Maria942	0	1
943	Maria 943	943-Maria943	1	0
944	Maria 944	944-Jo‹o944	0	0
945	Jo‹o 945	945-Maria945	0	1
946	Maria 946	946-Jo‹o946	1	0
947	Jo‹o 947	947-Maria947	1	1
948	Maria 948	948-Jo‹o948	1	0
949	Jo‹o 949	949-Jo‹o949	1	1
950	Maria 950	950-Jo‹o950	0	0
951	Maria 951	951-Maria951	0	0
952	Maria 952	952-Jo‹o952	0	0
953	Jo‹o 953	953-Maria953	0	1
954	Maria 954	954-Jo‹o954	0	0
955	Maria 955	955-Maria955	0	0
956	Jo‹o 956	956-Maria956	1	1
957	Maria 957	957-Maria957	0	0
958	Jo‹o 958	958-Jo‹o958	0	1
959	Jo‹o 959	959-Jo‹o959	0	1
960	Jo‹o 960	960-Jo‹o960	0	1
961	Jo‹o 961	961-Jo‹o961	1	1
962	Maria 962	962-Jo‹o962	1	0
963	Maria 963	963-Maria963	1	0
964	Maria 964	964-Jo‹o964	0	0
965	Jo‹o 965	965-Maria965	1	1
966	Maria 966	966-Maria966	0	0
967	Jo‹o 967	967-Maria967	0	1
968	Maria 968	968-Maria968	0	0
969	Jo‹o 969	969-Jo‹o969	1	1
970	Maria 970	970-Jo‹o970	0	0
971	Maria 971	971-Maria971	1	0
972	Jo‹o 972	972-Maria972	1	1
973	Maria 973	973-Jo‹o973	1	0
974	Maria 974	974-Maria974	0	0
975	Jo‹o 975	975-Maria975	1	1
976	Maria 976	976-Jo‹o976	1	0
977	Jo‹o 977	977-Maria977	1	1
978	Jo‹o 978	978-Maria978	0	1
979	Jo‹o 979	979-Maria979	1	1
980	Maria 980	980-Jo‹o980	1	0
981	Jo‹o 981	981-Jo‹o981	0	1
982	Jo‹o 982	982-Maria982	0	1
983	Maria 983	983-Maria983	0	0
984	Maria 984	984-Jo‹o984	1	0
985	Maria 985	985-Maria985	0	0
986	Jo‹o 986	986-Jo‹o986	0	1
987	Jo‹o 987	987-Maria987	1	1
988	Jo‹o 988	988-Maria988	1	1
989	Jo‹o 989	989-Jo‹o989	1	1
990	Jo‹o 990	990-Jo‹o990	1	1
991	Jo‹o 991	991-Maria991	1	1
992	Maria 992	992-Maria992	1	0
993	Jo‹o 993	993-Jo‹o993	1	1
994	Jo‹o 994	994-Jo‹o994	0	1
995	Jo‹o 995	995-Jo‹o995	1	1
996	Jo‹o 996	996-Jo‹o996	1	1
997	Maria 997	997-Maria997	0	0
998	Jo‹o 998	998-Maria998	1	1
999	Jo‹o 999	999-Maria999	0	1
1000	Maria 1000	1000-Jo‹o1000	0	0
1001	Jo‹o 1001	1001-Jo‹o1001	1	1
1002	Jo‹o 1002	1002-Jo‹o1002	1	1
1003	Jo‹o 1003	1003-Maria1003	1	1
1004	Jo‹o 1004	1004-Jo‹o1004	0	1
1005	Maria 1005	1005-Maria1005	1	0
1006	Jo‹o 1006	1006-Jo‹o1006	1	1
1007	Maria 1007	1007-Maria1007	0	0
1008	Jo‹o 1008	1008-Maria1008	1	1
1009	Jo‹o 1009	1009-Maria1009	0	1
1010	Jo‹o 1010	1010-Maria1010	1	1
1011	Maria 1011	1011-Jo‹o1011	1	0
1012	Maria 1012	1012-Maria1012	0	0
1013	Maria 1013	1013-Maria1013	1	0
1014	Jo‹o 1014	1014-Jo‹o1014	1	1
1015	Jo‹o 1015	1015-Maria1015	0	1
1016	Maria 1016	1016-Maria1016	1	0
1017	Maria 1017	1017-Jo‹o1017	1	0
1018	Maria 1018	1018-Jo‹o1018	1	0
1019	Maria 1019	1019-Jo‹o1019	0	0
1020	Maria 1020	1020-Jo‹o1020	1	0
1021	Maria 1021	1021-Jo‹o1021	1	0
1022	Jo‹o 1022	1022-Maria1022	0	1
1023	Maria 1023	1023-Maria1023	1	0
1024	Maria 1024	1024-Jo‹o1024	0	0
1025	Maria 1025	1025-Maria1025	0	0
1026	Maria 1026	1026-Maria1026	1	0
1027	Maria 1027	1027-Jo‹o1027	0	0
1028	Maria 1028	1028-Jo‹o1028	1	0
1029	Jo‹o 1029	1029-Maria1029	1	1
1030	Jo‹o 1030	1030-Jo‹o1030	1	1
1031	Jo‹o 1031	1031-Jo‹o1031	0	1
1032	Jo‹o 1032	1032-Maria1032	1	1
1033	Maria 1033	1033-Maria1033	0	0
1034	Jo‹o 1034	1034-Jo‹o1034	0	1
1035	Jo‹o 1035	1035-Jo‹o1035	1	1
1036	Jo‹o 1036	1036-Jo‹o1036	1	1
1037	Jo‹o 1037	1037-Maria1037	1	1
1038	Maria 1038	1038-Jo‹o1038	1	0
1039	Jo‹o 1039	1039-Jo‹o1039	1	1
1040	Jo‹o 1040	1040-Jo‹o1040	1	1
1041	Maria 1041	1041-Maria1041	1	0
1042	Maria 1042	1042-Jo‹o1042	0	0
1043	Maria 1043	1043-Maria1043	1	0
1044	Maria 1044	1044-Maria1044	0	0
1045	Maria 1045	1045-Jo‹o1045	1	0
1046	Maria 1046	1046-Jo‹o1046	0	0
1047	Jo‹o 1047	1047-Jo‹o1047	0	1
1048	Jo‹o 1048	1048-Jo‹o1048	0	1
1049	Maria 1049	1049-Jo‹o1049	1	0
1050	Jo‹o 1050	1050-Jo‹o1050	1	1
1051	Jo‹o 1051	1051-Maria1051	0	1
1052	Jo‹o 1052	1052-Jo‹o1052	1	1
1053	Maria 1053	1053-Maria1053	1	0
1054	Jo‹o 1054	1054-Jo‹o1054	0	1
1055	Jo‹o 1055	1055-Jo‹o1055	1	1
1056	Maria 1056	1056-Jo‹o1056	1	0
1057	Jo‹o 1057	1057-Maria1057	0	1
1058	Jo‹o 1058	1058-Maria1058	1	1
1059	Maria 1059	1059-Jo‹o1059	1	0
1060	Maria 1060	1060-Jo‹o1060	1	0
1061	Jo‹o 1061	1061-Jo‹o1061	1	1
1062	Jo‹o 1062	1062-Jo‹o1062	1	1
1063	Jo‹o 1063	1063-Jo‹o1063	0	1
1064	Jo‹o 1064	1064-Maria1064	0	1
1065	Maria 1065	1065-Maria1065	0	0
1066	Jo‹o 1066	1066-Maria1066	1	1
1067	Maria 1067	1067-Jo‹o1067	0	0
1068	Maria 1068	1068-Jo‹o1068	1	0
1069	Maria 1069	1069-Maria1069	0	0
1070	Jo‹o 1070	1070-Jo‹o1070	0	1
1071	Jo‹o 1071	1071-Jo‹o1071	0	1
1072	Maria 1072	1072-Jo‹o1072	0	0
1073	Maria 1073	1073-Maria1073	1	0
1074	Maria 1074	1074-Maria1074	0	0
1075	Jo‹o 1075	1075-Maria1075	0	1
1076	Maria 1076	1076-Maria1076	1	0
1077	Maria 1077	1077-Maria1077	1	0
1078	Maria 1078	1078-Jo‹o1078	1	0
1079	Jo‹o 1079	1079-Jo‹o1079	0	1
1080	Jo‹o 1080	1080-Maria1080	1	1
1081	Jo‹o 1081	1081-Maria1081	0	1
1082	Maria 1082	1082-Jo‹o1082	0	0
1083	Maria 1083	1083-Maria1083	0	0
1084	Maria 1084	1084-Jo‹o1084	0	0
1085	Jo‹o 1085	1085-Maria1085	1	1
1086	Maria 1086	1086-Maria1086	0	0
1087	Jo‹o 1087	1087-Jo‹o1087	0	1
1088	Maria 1088	1088-Maria1088	1	0
1089	Maria 1089	1089-Jo‹o1089	1	0
1090	Jo‹o 1090	1090-Maria1090	1	1
1091	Jo‹o 1091	1091-Jo‹o1091	0	1
1092	Maria 1092	1092-Maria1092	0	0
1093	Jo‹o 1093	1093-Maria1093	0	1
1094	Jo‹o 1094	1094-Maria1094	0	1
1095	Jo‹o 1095	1095-Maria1095	1	1
1096	Maria 1096	1096-Jo‹o1096	1	0
1097	Jo‹o 1097	1097-Maria1097	0	1
1098	Maria 1098	1098-Jo‹o1098	1	0
1099	Jo‹o 1099	1099-Jo‹o1099	0	1
1100	Maria 1100	1100-Jo‹o1100	0	0
1101	Maria 1101	1101-Maria1101	1	0
1102	Jo‹o 1102	1102-Maria1102	0	1
1103	Maria 1103	1103-Maria1103	0	0
1104	Maria 1104	1104-Jo‹o1104	1	0
1105	Jo‹o 1105	1105-Jo‹o1105	0	1
1106	Maria 1106	1106-Maria1106	1	0
1107	Maria 1107	1107-Maria1107	0	0
1108	Jo‹o 1108	1108-Maria1108	1	1
1109	Jo‹o 1109	1109-Jo‹o1109	1	1
1110	Maria 1110	1110-Jo‹o1110	1	0
1111	Maria 1111	1111-Maria1111	1	0
1112	Maria 1112	1112-Maria1112	0	0
1113	Maria 1113	1113-Maria1113	0	0
1114	Maria 1114	1114-Jo‹o1114	1	0
1115	Jo‹o 1115	1115-Jo‹o1115	1	1
1116	Jo‹o 1116	1116-Maria1116	1	1
1117	Jo‹o 1117	1117-Jo‹o1117	1	1
1118	Maria 1118	1118-Jo‹o1118	0	0
1119	Maria 1119	1119-Jo‹o1119	1	0
1120	Maria 1120	1120-Jo‹o1120	0	0
1121	Maria 1121	1121-Maria1121	1	0
1122	Jo‹o 1122	1122-Jo‹o1122	1	1
1123	Maria 1123	1123-Maria1123	1	0
1124	Jo‹o 1124	1124-Maria1124	1	1
1125	Maria 1125	1125-Maria1125	0	0
1126	Jo‹o 1126	1126-Jo‹o1126	0	1
1127	Maria 1127	1127-Jo‹o1127	1	0
1128	Jo‹o 1128	1128-Jo‹o1128	0	1
1129	Maria 1129	1129-Jo‹o1129	1	0
1130	Maria 1130	1130-Jo‹o1130	0	0
1131	Jo‹o 1131	1131-Jo‹o1131	0	1
1132	Maria 1132	1132-Jo‹o1132	1	0
1133	Maria 1133	1133-Maria1133	0	0
1134	Jo‹o 1134	1134-Jo‹o1134	0	1
1135	Maria 1135	1135-Jo‹o1135	0	0
1136	Maria 1136	1136-Jo‹o1136	1	0
1137	Jo‹o 1137	1137-Maria1137	0	1
1138	Jo‹o 1138	1138-Maria1138	1	1
1139	Maria 1139	1139-Maria1139	0	0
1140	Jo‹o 1140	1140-Maria1140	1	1
1141	Maria 1141	1141-Jo‹o1141	1	0
1142	Maria 1142	1142-Jo‹o1142	0	0
1143	Maria 1143	1143-Jo‹o1143	0	0
1144	Maria 1144	1144-Maria1144	0	0
1145	Jo‹o 1145	1145-Maria1145	1	1
1146	Maria 1146	1146-Jo‹o1146	0	0
1147	Jo‹o 1147	1147-Jo‹o1147	0	1
1148	Maria 1148	1148-Maria1148	1	0
1149	Jo‹o 1149	1149-Jo‹o1149	1	1
1150	Maria 1150	1150-Jo‹o1150	1	0
1151	Maria 1151	1151-Jo‹o1151	0	0
1152	Jo‹o 1152	1152-Maria1152	0	1
1153	Maria 1153	1153-Jo‹o1153	0	0
1154	Maria 1154	1154-Jo‹o1154	0	0
1155	Maria 1155	1155-Maria1155	1	0
1156	Maria 1156	1156-Jo‹o1156	1	0
1157	Maria 1157	1157-Maria1157	1	0
1158	Maria 1158	1158-Maria1158	0	0
1159	Jo‹o 1159	1159-Jo‹o1159	1	1
1160	Jo‹o 1160	1160-Maria1160	1	1
1161	Jo‹o 1161	1161-Maria1161	0	1
1162	Maria 1162	1162-Maria1162	0	0
1163	Maria 1163	1163-Maria1163	0	0
1164	Maria 1164	1164-Jo‹o1164	1	0
1165	Jo‹o 1165	1165-Maria1165	1	1
1166	Jo‹o 1166	1166-Jo‹o1166	1	1
1167	Jo‹o 1167	1167-Maria1167	1	1
1168	Jo‹o 1168	1168-Jo‹o1168	0	1
1169	Maria 1169	1169-Maria1169	0	0
1170	Maria 1170	1170-Jo‹o1170	0	0
1171	Maria 1171	1171-Jo‹o1171	0	0
1172	Jo‹o 1172	1172-Jo‹o1172	1	1
1173	Jo‹o 1173	1173-Maria1173	0	1
1174	Maria 1174	1174-Maria1174	0	0
1175	Jo‹o 1175	1175-Maria1175	0	1
1176	Jo‹o 1176	1176-Maria1176	1	1
1177	Maria 1177	1177-Jo‹o1177	0	0
1178	Maria 1178	1178-Jo‹o1178	1	0
1179	Jo‹o 1179	1179-Jo‹o1179	1	1
1180	Maria 1180	1180-Jo‹o1180	0	0
1181	Maria 1181	1181-Maria1181	1	0
1182	Maria 1182	1182-Maria1182	1	0
1183	Jo‹o 1183	1183-Maria1183	1	1
1184	Jo‹o 1184	1184-Jo‹o1184	0	1
1185	Jo‹o 1185	1185-Maria1185	0	1
1186	Jo‹o 1186	1186-Maria1186	0	1
1187	Maria 1187	1187-Maria1187	0	0
1188	Maria 1188	1188-Jo‹o1188	0	0
1189	Jo‹o 1189	1189-Maria1189	1	1
1190	Jo‹o 1190	1190-Jo‹o1190	1	1
1191	Maria 1191	1191-Jo‹o1191	1	0
1192	Jo‹o 1192	1192-Maria1192	1	1
1193	Jo‹o 1193	1193-Maria1193	1	1
1194	Maria 1194	1194-Jo‹o1194	0	0
1195	Jo‹o 1195	1195-Maria1195	0	1
1196	Maria 1196	1196-Maria1196	0	0
1197	Maria 1197	1197-Jo‹o1197	0	0
1198	Jo‹o 1198	1198-Jo‹o1198	1	1
1199	Jo‹o 1199	1199-Maria1199	1	1
1200	Maria 1200	1200-Jo‹o1200	1	0
1201	Maria 1201	1201-Jo‹o1201	1	0
1202	Jo‹o 1202	1202-Maria1202	0	1
1203	Maria 1203	1203-Jo‹o1203	0	0
1204	Maria 1204	1204-Maria1204	0	0
1205	Maria 1205	1205-Jo‹o1205	0	0
1206	Jo‹o 1206	1206-Jo‹o1206	1	1
1207	Maria 1207	1207-Maria1207	1	0
1208	Maria 1208	1208-Jo‹o1208	0	0
1209	Jo‹o 1209	1209-Jo‹o1209	0	1
1210	Maria 1210	1210-Maria1210	0	0
1211	Maria 1211	1211-Jo‹o1211	0	0
1212	Jo‹o 1212	1212-Jo‹o1212	0	1
1213	Maria 1213	1213-Maria1213	1	0
1214	Maria 1214	1214-Jo‹o1214	0	0
1215	Maria 1215	1215-Maria1215	0	0
1216	Maria 1216	1216-Maria1216	0	0
1217	Jo‹o 1217	1217-Jo‹o1217	1	1
1218	Maria 1218	1218-Jo‹o1218	1	0
1219	Maria 1219	1219-Maria1219	1	0
1220	Jo‹o 1220	1220-Jo‹o1220	0	1
1221	Jo‹o 1221	1221-Jo‹o1221	1	1
1222	Jo‹o 1222	1222-Maria1222	1	1
1223	Jo‹o 1223	1223-Jo‹o1223	0	1
1224	Maria 1224	1224-Maria1224	0	0
1225	Jo‹o 1225	1225-Maria1225	1	1
